ID,site,sample.type,particle.number,analyzer,size.fraction,shape,colour,length,on.tape,notes,raman.ID,blank.match,user.id
HPRF21A,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,1-150,NA,NA,NA,NA,"*labelled HPRF G21, >1mm >1um",,33,NA
HPRF21B,Victoria Harbour,Rockfish: Ingested Animals,923,BB,1-150,fiber,black,652.61,yes,*labelled HPRF G21B >1um,Cellulose,33,N
HPRF22,Victoria Harbour,Rockfish Guts,NA,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRF24,Victoria Harbour,Rockfish Guts,NA,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRFPB1,Victoria Harbour,Blanks,NA,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRFPB3,Victoria Harbour,Blanks,NA,BB,1-150,NA,NA,NA,NA,,,33,NA
HPRF2,Victoria Harbour,Rockfish Guts,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF3,Victoria Harbour,Rockfish Guts,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF4,Victoria Harbour,Rockfish Guts,897,BB,150-1000,fiber,blue,1460.53,yes,Could be denim,Cellulose,33,N
HPRF4B,Victoria Harbour,Rockfish Guts,898,BB,150-1000,fiber,pink,1414.26,yes,,Cellulose,33,N
HPRF4B,Victoria Harbour,Rockfish Guts,899,BB,150-1000,fiber,blue,2864.43,yes,,Cellulose,33,N
HPRF4,Victoria Harbour,Rockfish: Ingested Animals,900,BB,150-1000,fiber,blue,410.32,yes,,Cellulose,33,S
HPRF4,Victoria Harbour,Rockfish: Ingested Animals,901,BB,150-1000,fiber,brown,1270.49,yes,"Spectra looks like cellulose fibre additive, physically looks cellulosic",Cellulose,33,N
HPRF5,Victoria Harbour,Rockfish Guts,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF6,Victoria Harbour,Rockfish Guts,902,BB,150-1000,fiber,brown,1270.93,yes,,Wool,33,N
HPRF7,Victoria Harbour,Rockfish Guts,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
